featureName,gnisId,gnisClass,county,state,latitude,longitude,elevation,map,bgnDate,entryDate
Peacham Hollow (historical),1919650,Locale,Caledonia,VT,Unknown,Unknown,,Unknown,,5/8/2001
Pearl,1458923,Populated Place,Grand Isle,VT,444115N,0731936W,200,South Hero,,10/29/1980
Perkins Pier,1918815,Locale,Chittenden,VT,442815N,0731315W,105,Burlington,,5/8/2001
Perkinsville,1458942,Populated Place,Windsor,VT,432225N,0723049W,551,Chester,,10/29/1980
Perkinsville,1919172,Populated Place,Washington,VT,441315N,0722353W,1394,Barre East,,5/8/2001
Perry,1458943,Populated Place,Caledonia,VT,444146N,0720510W,1201,Sutton,,10/29/1980
Peru,1461264,Populated Place,Bennington,VT,431347N,0725352W,1686,Peru,,10/29/1980
Peru Peak Shelter,1461732,Locale,Rutland,VT,431803N,0725719W,2598,Danby,,2/1/1991
Peru Town Center,1920375,Locale,Bennington,VT,431346N,0725403W,1696,Peru,,5/8/2001
Peters Four Corners,1461267,Locale,Bennington,VT,425744N,0731454W,833,Bennington,,10/29/1980
Peth,1458948,Populated Place,Orange,VT,435812N,0724004W,856,Randolph,,10/29/1980
Phelps Falls (historical),1920101,Populated Place,Orleans,VT,Unknown,Unknown,,Unknown,,5/8/2001
Pico Peak Ski Area,1922032,Locale,Rutland,VT,433942N,0725033W,2005,Pico Peak,,5/11/2001
Pico Peak Winter Sprorts Area,1461705,Locale,Rutland,VT,433858N,0725020W,2782,Pico Peak,,6/1/1992
Pico Trail Shelter,1461706,Locale,Rutland,VT,433821N,0724950W,3510,Pico Peak,,6/1/1992
Pierces Corner,1460444,Populated Place,Rutland,VT,433228N,0725714W,712,Rutland,,10/29/1980
Pikes Falls,1461274,Populated Place,Windham,VT,430549N,0725118W,1489,Jamaica,,10/29/1980
Pine Hollow Campground,1920378,Locale,Bennington,VT,424651N,0731129W,1493,Pownal,,5/8/2001
Pine Valley Resort Campground,1922530,Locale,Windsor,VT,433908N,0722321W,837,Quechee,,5/11/2001
Pinecrest Acres,1922034,Populated Place,Rutland,VT,433913N,0725721W,860,Chittenden,,5/11/2001
Pinecrest Camping Area,1918817,Locale,Chittenden,VT,442632N,0730533W,404,Essex Junction,,5/8/2001
Pinnacle Ridge,1922035,Populated Place,Rutland,VT,433936N,0725954W,705,Chittenden,,5/11/2001
Piper Crossing,1460445,Populated Place,Addison,VT,435808N,0730953W,361,Cornwall,,10/29/1980
Piper Ridge,1920379,Populated Place,Bennington,VT,430856N,0725311W,1460,Peru,,5/8/2001
Pitts Ford (historical),1922040,Locale,Rutland,VT,Unknown,Unknown,,Unknown,,5/11/2001
Pittsfield,1461283,Populated Place,Rutland,VT,434620N,0724846W,889,Rochester,,10/29/1980
Pittsford,1458990,Populated Place,Rutland,VT,434224N,0730141W,531,Proctor,,10/29/1980
Pittsford Mills (historical),1922041,Locale,Rutland,VT,Unknown,Unknown,,Unknown,,5/11/2001
Plainfield,1461779,Populated Place,Washington,VT,441641N,0722535W,758,Plainfield,,10/29/1980
Pleasant Valley,1459000,Populated Place,Lamoille,VT,443533N,0725145W,617,Mount Mansfield,,10/29/1980
Pleasant Valley Campground,1919657,Locale,Caledonia,VT,441123N,0720604W,922,Woodsville,,5/8/2001
Pleiad Shelter,1461647,Locale,Addison,VT,435604N,0725714W,2159,Bread Loaf,,6/1/1991
Plymouth,1459015,Populated Place,Windsor,VT,433209N,0724317W,1407,Plymouth,,10/29/1980
Plymouth Kingdom,1459016,Locale,Windsor,VT,432809N,0724016W,1640,Ludlow,,10/29/1980
Plymouth Notch Ski Area,1459265,Locale,Windsor,VT,433202N,0724455W,1532,Plymouth,,10/29/1980
Plymouth Union,1459020,Populated Place,Windsor,VT,433148N,0724419W,1214,Plymouth,,10/29/1980
Plymouth Village Campground,1922536,Locale,Windsor,VT,433202N,0724426W,1270,Plymouth,,5/11/2001
Podunk,1461289,Populated Place,Windham,VT,430031N,0725131W,1893,Jamaica,,10/29/1980
Point Bay Marina,1918822,Locale,Chittenden,VT,441625N,0731708W,95,Charlotte,,5/8/2001
Point of Pines,1459024,Populated Place,Rutland,VT,433722N,0731350W,427,Poultney,,10/29/1980
Pomfret,1459027,Populated Place,Windsor,VT,434217N,0723057W,1316,Woodstock North,,10/29/1980
Pompanoosuc,1460446,Populated Place,Windsor,VT,434520N,0721351W,387,Lyme,,10/29/1980
Ponnesoon Knolls Camp,1918823,Locale,Chittenden,VT,443532N,0731341W,161,Colchester,,5/8/2001
Popes Paradise (historical),1918204,Locale,Addison,VT,Unknown,Unknown,,Unknown,,5/8/2001
Post Mills,1459054,Populated Place,Orange,VT,435308N,0721538W,702,Vershire,1/1/1896,10/29/1980
Pottersville,1461862,Populated Place,Lamoille,VT,443220N,0722709W,738,Wolcott,,10/29/1980
Poultney,1459064,Populated Place,Rutland,VT,433101N,0731410W,427,Poultney,,10/29/1980
Pownal,1461291,Populated Place,Bennington,VT,424556N,0731409W,587,Pownal,,10/29/1980
Pownal Center,1461292,Populated Place,Bennington,VT,424747N,0731323W,971,Pownal,,10/29/1980
Prindle Corners,1459073,Populated Place,Chittenden,VT,441805N,0730942W,433,Mount Philo,,10/29/1980
Proctor,1459076,Populated Place,Rutland,VT,433938N,0730208W,502,Proctor,,10/29/1980
Proctor Lookout,1461296,Locale,Addison,VT,435006N,0730106W,1722,Brandon,,10/29/1980
Proctorsville,1459078,Populated Place,Windsor,VT,432256N,0723818W,935,Ludlow,,10/29/1980
Prospect Hill,1461298,Populated Place,Rutland,VT,433925N,0725825W,781,Chittenden,,10/29/1980
Prospect Mountain Ski Center,1920388,Locale,Bennington,VT,425231N,0730431W,2234,Woodford,,5/8/2001
Prospect Mountain Winter Sports Area,1461653,Locale,Bennington,VT,425227N,0730402W,2753,Stamford,,5/1/1991
Prosper,1459090,Populated Place,Windsor,VT,433857N,0723337W,863,Woodstock North,,8/27/2002
Providence Orphan Assylum and Hospital,1918824,Locale,Chittenden,VT,442927N,0731341W,230,Burlington,,5/8/2001
Pumpkin Hill (historical),1919662,Populated Place,Caledonia,VT,442522N,0720437W,1010,Saint Johnsbury,,5/8/2001
Putnamville,1459110,Populated Place,Washington,VT,442030N,0723357W,679,Montpelier,,10/29/1980
Putney,1459111,Populated Place,Windham,VT,425829N,0723118W,374,Putney,,10/29/1980
Putney Station,1459115,Locale,Windham,VT,425748N,0723111W,249,Putney,,10/29/1980
Que-Chee Club,1922548,Locale,Windsor,VT,433923N,0722605W,574,Quechee,,5/11/2001
Quechee,1459125,Populated Place,Windsor,VT,433846N,0722506W,558,Quechee,,10/29/1980
Queen City Park,1459127,Populated Place,Chittenden,VT,442636N,0731312W,164,Burlington,,10/29/1980
Ralph Myhre Golf Course of Middlebury College,1918207,Locale,Addison,VT,440018N,0731030W,397,Middlebury,,5/8/2001
Ralston Corner,1459135,Populated Place,Essex,VT,442545N,0715001W,1365,Miles Pond,,10/29/1980
Ramsey Corner,1460447,Populated Place,Caledonia,VT,443414N,0720638W,1509,Lyndonville,,10/29/1980
Ranch Camp,1459137,Locale,Lamoille,VT,443013N,0724659W,1280,Mount Mansfield,,10/29/1980
Randall Drive-In,2633589,Locale,Windsor,VT,435208N,0723833W,666,Bethel,,10/14/2010
Randolph,1459140,Populated Place,Orange,VT,435530N,0723957W,663,Randolph,,10/29/1980
Randolph Center,1459141,Populated Place,Orange,VT,435627N,0723627W,1362,Randolph Center,,10/29/1980
Ransomvale,1922065,Populated Place,Rutland,VT,433927N,0730753W,686,Bomoseen,,5/11/2001
Raponda Turn,1921127,Locale,Windham,VT,425119N,0724923W,1808,Jacksonville,,5/8/2001
Rawsonville,1461313,Populated Place,Windham,VT,430845N,0725025W,1142,Londonderry,,10/29/1980
Reading Center,1459149,Locale,Windsor,VT,433007N,0723443W,1352,Woodstock South,,10/29/1980
Readsboro,1461314,Populated Place,Bennington,VT,424618N,0725650W,1250,Readsboro,,10/29/1980
Readsboro Falls,1461315,Populated Place,Bennington,VT,424812N,0725829W,1709,Readsboro,,10/29/1980
Red Mill Brook Campground,1461660,Locale,Bennington,VT,425358N,0730106W,2195,Woodford,,5/1/1991
Red Mill Brook Camping Area,1920398,Locale,Bennington,VT,425359N,0730237W,2362,Woodford,,5/8/2001
Red Spruce Seed Production Area,1461833,Locale,Windsor,VT,435052N,0725201W,1673,Rochester,,6/1/1991
Redstone Park,1460489,Populated Place,Chittenden,VT,442657N,0731347W,108,Burlington,,10/1/1992
Reedville,1459162,Populated Place,Windsor,VT,431543N,0723928W,856,Andover,,10/29/1980
Reid Hollow,1460448,Populated Place,Windham,VT,424837N,0724307W,1224,Governors Mountain,,10/29/1980
Rest N'Nest Campground,1921534,Locale,Orange,VT,434900N,0721241W,617,Lyme,,5/8/2001
Rhode Island Corner,1459171,Populated Place,Chittenden,VT,442140N,0730426W,761,Hinesburg,,10/29/1980
Rices Mills,1459174,Populated Place,Orange,VT,434929N,0721709W,577,South Strafford,,10/29/1980
Richford,1459178,Populated Place,Franklin,VT,445949N,0724016W,453,Richford,,10/29/1980
Richford Country Club,1461803,Locale,Franklin,VT,450027N,0723825W,771,Richford OE N,,10/29/1980
Richford Country Club,1920728,Locale,Franklin,VT,450018N,0723853W,686,Richford OE N,,5/8/2001
Richmond,1459179,Populated Place,Chittenden,VT,442419N,0725934W,341,Richmond,,10/29/1980
Richville,1460449,Populated Place,Addison,VT,435226N,0731618W,295,Orwell,,10/29/1980
Richville,1461327,Populated Place,Bennington,VT,430921N,0730306W,663,Manchester,,10/29/1980
Ricker Campground,1919669,Locale,Caledonia,VT,441505N,0721451W,1063,Peacham,,5/8/2001
Ricker Mills,1459183,Populated Place,Caledonia,VT,441419N,0721421W,1129,Groton,,10/29/1980
Ricker Mills (historical),1919670,Locale,Caledonia,VT,Unknown,Unknown,,Unknown,,5/8/2001
Rickers Mill Station (historical),1919672,Locale,Caledonia,VT,Unknown,Unknown,,Unknown,,5/8/2001
Riders Corners,1459187,Locale,Orange,VT,440103N,0722240W,1768,Washington,,10/29/1980
Rikert Ski Touring Center Bread Loaf Campus,1918211,Locale,Addison,VT,435615N,0725714W,2014,Bread Loaf,,5/8/2001
Ripton,1461330,Populated Place,Addison,VT,435825N,0730202W,1076,East Middlebury,,10/29/1980
Ritterbush Camp,1459191,Locale,Lamoille,VT,444446N,0723612W,1063,Eden,,10/29/1980
Rivers Bend Campground,1918215,Locale,Addison,VT,440346N,0731101W,289,Middlebury,,5/8/2001
Riverside,1459198,Populated Place,Windsor,VT,434533N,0724324W,686,Bethel,,10/29/1980
Riverside,1459199,Populated Place,Chittenden,VT,443113N,0725651W,689,Underhill,,10/29/1980
Riverside Reformatory,1461804,Locale,Rutland,VT,433632N,0725925W,564,Rutland,,10/29/1980
Robert Frost Wayside,1918217,Locale,Addison,VT,435741N,0730104W,1345,East Middlebury,,5/8/2001
Robinson,1461343,Populated Place,Windsor,VT,435133N,0725220W,1001,Rochester,,10/29/1980
Rochester,1461345,Populated Place,Windsor,VT,435228N,0724828W,873,Rochester,,10/29/1980
Rochester Ranger Station,1461830,Locale,Windsor,VT,435214N,0724826W,840,Rochester,,6/1/1991
Rock Landing,1460450,Populated Place,Addison,VT,441156N,0731854W,98,Vergennes West,,10/29/1980
Rockingham,1459235,Populated Place,Windham,VT,431115N,0722920W,489,Bellows Falls,,10/29/1980
Rockville,1461347,Populated Place,Addison,VT,441444N,0730351W,548,Bristol,,10/29/1980
Rocky Dale,1461348,Populated Place,Addison,VT,440745N,0730256W,666,Bristol,1/1/1964,10/29/1980
Rocky Ridge Golf Course,1918839,Locale,Chittenden,VT,442204N,0730753W,371,Mount Philo,,5/8/2001
Rolston Rest Shelter,1461703,Locale,Rutland,VT,434246N,0725140W,2162,Pico Peak,,6/1/1992
Round Barn,1459249,Locale,Franklin,VT,445516N,0730433W,118,Highgate Center,,10/29/1980
Roxbury,1459273,Populated Place,Washington,VT,440539N,0724358W,1007,Roxbury,,10/29/1980
Roxbury Flat,1459274,Locale,Washington,VT,440413N,0724439W,1033,Roxbury,,10/29/1980
Royalton,1459277,Populated Place,Windsor,VT,434857N,0723244W,502,South Royalton,,10/29/1980
Running Bear Campground,1922573,Locale,Windsor,VT,432508N,0722419W,420,Windsor,,5/11/2001
Rupert,1459283,Populated Place,Bennington,VT,431535N,0731322W,833,Pawlet,,10/29/1980
Russellville,1461727,Populated Place,Rutland,VT,432255N,0725029W,2539,Mount Holly,,2/1/1991
Russtown,1459293,Populated Place,Windsor,VT,433701N,0722118W,597,North Hartland,,10/29/1980
Rustic Haven Campground,1919398,Locale,Essex,VT,442557N,0715253W,938,Concord,,5/8/2001
Rutland,1461361,Populated Place,Rutland,VT,433638N,0725821W,646,Rutland,,10/29/1980
Rutland City Swimming Pool,1922071,Locale,Rutland,VT,433556N,0725808W,561,Rutland,,5/11/2001
Rutland Country Club,1922072,Locale,Rutland,VT,433723N,0725918W,577,Rutland,,5/11/2001
Rutland County,1461767,Civil,Rutland,VT,433448N,0730212W,509,West Rutland,,2/1/1993
Rutland Golf Course,1922078,Locale,Rutland,VT,433737N,0725918W,597,Chittenden,,5/11/2001
Rutland Mall Shopping Center,1922084,Locale,Rutland,VT,433725N,0725718W,650,Rutland,,5/11/2001
Rutland Plaza Shopping Center,1922088,Locale,Rutland,VT,433616N,0725847W,548,Rutland,,5/11/2001
Ryegate Corner,1459297,Populated Place,Caledonia,VT,441230N,0720613W,1050,Woodsville,,10/29/1980
Sacred Heart Camp (historical),1918544,Locale,Grand Isle,VT,445354N,0732037W,148,Rouses Point,,5/8/2001
Saint Albans,1459306,Populated Place,Franklin,VT,444839N,0730459W,417,Saint Albans,,10/29/1980
Saint Albans Bay,1459308,Populated Place,Franklin,VT,444828N,0730821W,112,Saint Albans Bay,,10/29/1980
Saint Albans Drive-In,2633591,Locale,Franklin,VT,445036N,0730501W,367,Saint Albans,,10/14/2010
Saint Albans Shopping Center,1920749,Locale,Franklin,VT,444856N,0730453W,443,Saint Albans,,5/8/2001
Saint Albans Town Industrial Park,1920751,Locale,Franklin,VT,444803N,0730558W,361,Saint Albans,,5/8/2001
Saint Johnsbury,1459328,Populated Place,Caledonia,VT,442509N,0720054W,594,Saint Johnsbury,,10/29/1980
Saint Johnsbury Center,1459329,Populated Place,Caledonia,VT,442724N,0720056W,597,Saint Johnsbury,,10/29/1980
Saint Johnsbury Country Club,1461805,Locale,Caledonia,VT,442930N,0720022W,666,Saint Johnsbury,,10/29/1980
Saint Johnsbury Plain (historical),1919690,Populated Place,Caledonia,VT,Unknown,Unknown,,Unknown,,5/8/2001
Saint Marks Youth Center,1459337,Locale,Chittenden,VT,443035N,0731500W,167,Colchester Point,,10/29/1980
Saint Rocks,1459346,Populated Place,Franklin,VT,445103N,0725639W,371,Fairfield,,10/29/1980
Salisbury,1461370,Populated Place,Addison,VT,435347N,0730559W,423,East Middlebury,,10/29/1980
Salisbury Hatchery,1918230,Locale,Addison,VT,435525N,0730601W,436,East Middlebury,,5/8/2001
Salisbury Station,1459354,Populated Place,Addison,VT,435505N,0730939W,377,Cornwall,,10/29/1980
Samsonville,1459356,Populated Place,Franklin,VT,445525N,0724357W,413,Richford,,10/29/1980
Sanderson Corner,1459365,Populated Place,Franklin,VT,444016N,0725825W,505,Gilson Mountain,,10/29/1980
Sandgate,1459366,Populated Place,Bennington,VT,430853N,0731156W,804,West Rupert,,10/29/1980
Satans Kingdom,1461375,Populated Place,Addison,VT,435235N,0730351W,636,East Middlebury,,10/29/1980
Saw Mill Mall Shopping Center,1919203,Locale,Washington,VT,442018N,0724522W,430,Waterbury,,5/8/2001
Saxtons River,1459397,Populated Place,Windham,VT,430816N,0723035W,472,Saxtons River,,10/29/1980
Scottsville,1459436,Populated Place,Rutland,VT,432333N,0730028W,837,Middletown Springs,,10/29/1980
Searsburg,1461382,Populated Place,Bennington,VT,425325N,0725708W,1703,Mount Snow,,10/29/1980
Seth Warners Camping Ground (historical),1920426,Locale,Bennington,VT,Unknown,Unknown,,Unknown,,5/8/2001
Seyon Ranch,1919699,Locale,Caledonia,VT,441337N,0721813W,1801,Knox Mountain,,5/8/2001
Shadowbrook Farm,1920429,Locale,Bennington,VT,425156N,0731240W,833,Pownal,,5/8/2001
Shady Acres Campground,1920428,Locale,Bennington,VT,424842N,0731235W,915,Pownal,,5/8/2001
Shady Rill,1459454,Populated Place,Washington,VT,442039N,0723521W,791,Montpelier,,10/29/1980
Shaftsbury,1461385,Populated Place,Bennington,VT,430031N,0731128W,922,Arlington,,10/29/1980
Shaftsbury Center,1461386,Populated Place,Bennington,VT,425857N,0731223W,1089,Bennington,,10/29/1980
Sharon,1459459,Populated Place,Windsor,VT,434704N,0722715W,486,Sharon,,10/29/1980
Shawville,1459470,Populated Place,Franklin,VT,445511N,0725756W,394,Sheldon Springs,,10/29/1980
Sheddsville,1459472,Populated Place,Windsor,VT,432921N,0722948W,1165,Windsor,,10/29/1980
Sheffield,1459474,Populated Place,Caledonia,VT,443607N,0720650W,906,Lyndonville,,10/29/1980
Sheffield Square,1460451,Populated Place,Caledonia,VT,443721N,0720924W,1660,Stannard,,10/29/1980
Shelburne,1459476,Populated Place,Chittenden,VT,442250N,0731339W,154,Burlington,,10/29/1980
Shelburne Bay Plaza Shopping Center,1918870,Locale,Chittenden,VT,442606N,0731248W,161,Burlington,,5/8/2001
Shelburne Camping Area,1918871,Locale,Chittenden,VT,442404N,0731251W,164,Burlington,,5/8/2001
Shelburne Falls,1459478,Populated Place,Chittenden,VT,442214N,0731255W,167,Mount Philo,,10/29/1980
Shelburne Road Plaza Shopping Center,1918877,Locale,Chittenden,VT,442707N,0731228W,210,Burlington,,5/8/2001
Shelburne Shipyard,1460493,Locale,Chittenden,VT,442604N,0731454W,105,Burlington,,10/1/1992
Shelburne Shopping Park Shopping Center,1918879,Locale,Chittenden,VT,442252N,0731335W,154,Burlington,,5/8/2001
Sheldon,1459481,Populated Place,Franklin,VT,445254N,0725634W,341,Sheldon Springs,,10/29/1980
Sheldon Junction,1459485,Populated Place,Franklin,VT,445406N,0725651W,344,Sheldon Springs,,10/29/1980
Sheldon Springs,1459486,Populated Place,Franklin,VT,445422N,0725839W,292,Sheldon Springs,,10/29/1980
Sherburne Center,1461395,Populated Place,Rutland,VT,433933N,0724626W,1243,Pico Peak,,10/29/1980
Sherman Hollow Ski Touring Center,1918882,Locale,Chittenden,VT,442124N,0730129W,915,Hinesburg,,5/8/2001
Sherwood Forest,1461684,Populated Place,Windham,VT,431342N,0725026W,1227,Londonderry,,6/1/1991
Shipman Hill,1459497,Populated Place,Chittenden,VT,443137N,0731223W,190,Colchester,,10/29/1980
Shoreham,1459499,Populated Place,Addison,VT,435337N,0731857W,338,Bridport,,10/29/1980
Shortsleve Mink Farm (historical),1920116,Locale,Orleans,VT,444631N,0722728W,994,Lowell,,5/8/2001
Shrewsbury,1459502,Populated Place,Rutland,VT,433032N,0725200W,1650,Killington Peak,,10/29/1980
Silver Lake Camp and Picnic Grounds,1461700,Locale,Addison,VT,435342N,0730302W,1260,East Middlebury,,6/1/1991
Silver Lake Camping Area,1922595,Locale,Windsor,VT,434334N,0723703W,1391,Woodstock North,,5/11/2001
Silver Lake Recreation Area,1918244,Locale,Addison,VT,435354N,0730302W,1266,East Middlebury,,5/8/2001
Silver Towers Camp,1461690,Locale,Addison,VT,435716N,0730127W,1302,East Middlebury,,6/1/1991
Silver Towers Camp,1918245,Locale,Addison,VT,435723N,0730133W,1257,East Middlebury,,5/8/2001
Simms Hill,1460452,Populated Place,Essex,VT,445137N,0713517W,1729,Tinkerville,,8/27/2002
Simonsville,1459516,Populated Place,Windsor,VT,431528N,0724257W,1155,Andover,,10/29/1980
Simpsonville,1461403,Populated Place,Windham,VT,430421N,0723859W,705,Townshend,,10/29/1980
Sitzmark Cross Country Ski Center,1921172,Locale,Windham,VT,425518N,0725014W,1594,West Dover,,5/8/2001
Sitzmark Golf Course,1921173,Locale,Windham,VT,425515N,0725024W,1578,West Dover,,5/8/2001
Skeels Corner,1459526,Populated Place,Franklin,VT,445356N,0730359W,322,Highgate Center,,10/29/1980
Skylight Lodge,1461645,Locale,Addison,VT,435913N,0725611W,3373,Bread Loaf,,6/1/1991
Smith Corner,1460453,Populated Place,Caledonia,VT,442800N,0721616W,1453,Cabot,,10/29/1980
Smithville,1459547,Populated Place,Windsor,VT,432317N,0724004W,958,Ludlow,,10/29/1980
Smoke Rise Family Campground,1922128,Locale,Rutland,VT,434911N,0730610W,479,Brandon,,5/11/2001
Smugglers Notch Natural Area,1918451,Locale,Lamoille,VT,443314N,0724746W,2119,Mount Mansfield,,5/8/2001
Snow Valley Ski Area (historical),1461416,Locale,Bennington,VT,431155N,0725809W,1913,Peru,,10/29/1980
Snow Valley Ski Center,1920444,Locale,Bennington,VT,431202N,0725928W,1407,Peru,,5/8/2001
Sodom,1459558,Populated Place,Bennington,VT,425610N,0731556W,525,Hoosick Falls,,10/29/1980
Somerset,1461418,Populated Place,Windham,VT,425701N,0725911W,1893,Mount Snow,,10/29/1980
Songadeewin Camp,1459562,Locale,Orleans,VT,444624N,0720425W,1306,Westmore,,10/29/1980
Sonneberg Ski Area,1922639,Locale,Windsor,VT,434328N,0723518W,1588,Woodstock North,,5/11/2001
South Albany,1459564,Populated Place,Orleans,VT,444129N,0721843W,1342,Craftsbury,,10/29/1980
South Alburg,1459565,Populated Place,Grand Isle,VT,445315N,0731642W,112,Rouses Point,,10/29/1980
South Barre,1459567,Populated Place,Washington,VT,441037N,0723020W,732,Barre West,,10/29/1980
South Bourn Shelter,1461422,Locale,Bennington,VT,430612N,0730018W,2582,Sunderland,,10/29/1980
South Breakwater Light,1461820,Locale,Chittenden,VT,442810N,0731333W,98,Burlington,,10/1/1992
South Burlington,1459577,Populated Place,Chittenden,VT,442801N,0731015W,315,Burlington,,10/29/1980
South Burlington Factory Outlet Center Shopping Center,1918888,Locale,Chittenden,VT,442657N,0731227W,213,Burlington,,5/8/2001
South Cabot,1459578,Populated Place,Washington,VT,442203N,0721632W,1424,Marshfield,,10/29/1980
South Cambridge,1459579,Populated Place,Lamoille,VT,443636N,0724837W,853,Mount Mansfield,,10/29/1980
South Corinth,1459581,Populated Place,Orange,VT,440058N,0721357W,784,East Corinth,,10/29/1980
South Dorset,1461428,Populated Place,Bennington,VT,431321N,0730424W,896,Manchester,,10/29/1980
South Duxbury,1461429,Populated Place,Washington,VT,441455N,0724711W,725,Waitsfield,,10/29/1980
South End,1461430,Populated Place,Rutland,VT,431902N,0725933W,686,Danby,,10/29/1980
South Franklin,1459586,Populated Place,Franklin,VT,445441N,0725158W,367,Enosburg Falls,,10/29/1980
South Franklin,1920781,Populated Place,Franklin,VT,445630N,0725048W,666,Enosburg Falls,,5/8/2001
South Hero,1459588,Populated Place,Grand Isle,VT,443843N,0731808W,151,South Hero,,10/29/1980
South Hill Riverside Campground,1918892,Locale,Chittenden,VT,443057N,0725651W,663,Underhill,,5/8/2001
South Hinesburg,1459593,Populated Place,Chittenden,VT,441732N,0730411W,463,Hinesburg,,10/29/1980
South Kirby,1919710,Populated Place,Caledonia,VT,442813N,0715408W,1217,Concord,,5/8/2001
South Lincoln,1461438,Populated Place,Addison,VT,440417N,0725821W,1306,Lincoln,,10/29/1980
South Londonderry,1461439,Populated Place,Windham,VT,431134N,0724851W,1056,Londonderry,,8/27/2002
South Lunenburg,1459595,Populated Place,Essex,VT,442545N,0714045W,863,Gilman,,10/29/1980
South Newbury,1459599,Populated Place,Orange,VT,440246N,0720505W,476,Newbury,,10/29/1980
South Newfane,1459600,Populated Place,Windham,VT,425617N,0724219W,620,Newfane,,10/29/1980
South Newport,1460455,Populated Place,Orleans,VT,445249N,0722008W,1401,Newport Center,,10/29/1980
South Northfield,1459601,Populated Place,Washington,VT,440655N,0723915W,837,Roxbury,,10/29/1980
South Peacham,1459602,Populated Place,Caledonia,VT,441853N,0720957W,1010,Peacham,,10/29/1980
South Pomfret,1459604,Populated Place,Windsor,VT,433954N,0723222W,728,Woodstock North,,10/29/1980
South Poultney,1459608,Populated Place,Rutland,VT,432832N,0731409W,571,Wells,,10/29/1980
South Randolph,1459609,Populated Place,Orange,VT,435341N,0723434W,561,Randolph Center,,10/29/1980
South Reading,1459610,Populated Place,Windsor,VT,432827N,0723521W,1263,Cavendish,,10/29/1980
South Richford,1459611,Populated Place,Franklin,VT,445603N,0723906W,810,Richford,,10/29/1980
South Royalton,1459612,Populated Place,Windsor,VT,434915N,0723116W,492,South Royalton,,10/29/1980
South Ryegate,1459613,Populated Place,Caledonia,VT,441118N,0720827W,748,Groton,,10/29/1980
South Shaftsbury,1461445,Populated Place,Bennington,VT,425647N,0731238W,745,Bennington,,10/29/1980
South Sherburne,1854091,Populated Place,Rutland,VT,433619N,0724508W,1122,Killington Peak,,3/15/2000
South Starksboro,1461446,Populated Place,Addison,VT,440945N,0730049W,1093,Bristol,,10/29/1980
South Strafford,1459616,Populated Place,Orange,VT,435007N,0722158W,919,South Strafford,,10/29/1980
South Tunbridge,1459617,Populated Place,Orange,VT,435119N,0723010W,541,South Royalton,,10/29/1980
South Vernon,1461818,Populated Place,Windham,VT,424339N,0722752W,262,Northfield,,10/29/1980
South Vershire,1460456,Populated Place,Orange,VT,435520N,0721900W,1365,Vershire,,10/29/1980
South Walden,1460457,Populated Place,Caledonia,VT,442828N,0721723W,1230,Cabot,,10/29/1980
South Wallingford,1461450,Populated Place,Rutland,VT,432446N,0725933W,640,Wallingford,,10/29/1980
South Wardsboro,1461451,Populated Place,Windham,VT,430041N,0724700W,1578,Jamaica,,10/29/1980
South Washington,1460458,Populated Place,Orange,VT,440141N,0722446W,1381,Washington,,10/29/1980
South Windham,1459623,Populated Place,Windham,VT,430741N,0724240W,1440,Windham,,10/29/1980
South Woodbury,1459624,Populated Place,Washington,VT,442454N,0722517W,1027,Woodbury,,10/29/1980
South Woodstock,1459626,Populated Place,Windsor,VT,433356N,0723156W,1040,Woodstock South,,10/29/1980
Spooners Trailer Park and Campground,1919214,Locale,Washington,VT,441941N,0722242W,807,Plainfield,,5/8/2001
Spoonerville,1460459,Populated Place,Windsor,VT,431843N,0723247W,696,Chester,,10/29/1980
Spring Grove Campgrounds,1459646,Locale,Addison,VT,440507N,0731103W,348,Middlebury,,10/29/1980
Springfield,1459648,Populated Place,Windsor,VT,431754N,0722856W,400,Springfield,,10/29/1980
Springfield Pool,1922617,Locale,Windsor,VT,431823N,0722916W,682,Springfield,,5/11/2001
Springfield Shopping Plaza Shopping Center,1922619,Locale,Windsor,VT,431813N,0722932W,446,Springfield,,5/11/2001
Spruce Peak Ski Area,1918453,Locale,Lamoille,VT,443230N,0724644W,2270,Mount Mansfield,,5/8/2001
Stacy Crossroads,1460460,Populated Place,Rutland,VT,434518N,0731834W,325,Orwell,,10/29/1980
Stamford,1461460,Populated Place,Bennington,VT,424522N,0730404W,1129,Stamford,,10/29/1980
Stannard,1459669,Populated Place,Caledonia,VT,443232N,0721251W,1676,Stannard,,10/29/1980
Starksboro,1461467,Populated Place,Addison,VT,441338N,0730326W,594,Bristol,,10/29/1980
Starr Farm Beach,1459682,Populated Place,Chittenden,VT,443037N,0731624W,135,Colchester Point,,10/29/1980
State of Vermont,1779802,Civil,Washington,VT,440431N,0723945W,1906,Roxbury,1/1/1965,2/6/1998
Stephen A Douglas Birthplace,1922137,Locale,Rutland,VT,434801N,0730541W,407,Brandon,,5/11/2001
Stevens,1460461,Populated Place,Essex,VT,443553N,0713338W,883,Groveton,,10/29/1980
Stevens Mills,1459702,Populated Place,Orleans,VT,445943N,0723650W,489,Jay Peak,,10/29/1980
Stevensville,1459707,Populated Place,Chittenden,VT,443018N,0725159W,1142,Mount Mansfield,,10/29/1980
