featureName,gnisId,gnisClass,county,state,latitude,longitude,elevation,map,bgnDate,entryDate
Camping Area B,1919306,Locale,Essex,VT,443808N,0713920W,1378,Maidstone Lake,,5/8/2001
Camping on the Batten Kill Campground,1920212,Locale,Bennington,VT,430505N,0730957W,1115,Arlington,,5/8/2001
Canaan,1456760,Populated Place,Essex,VT,445946N,0713218W,1043,Monadnock Mountain,,10/29/1980
Carinthia Ski Area,1461749,Locale,Windham,VT,425726N,0725350W,2382,Mount Snow,,2/1/1991
Carinthia Ski Center,1920880,Locale,Windham,VT,425733N,0725328W,1982,Mount Snow,,5/8/2001
Carmel Camp,1460703,Locale,Rutland,VT,434604N,0725519W,2552,Mount Carmel,,10/29/1980
Carry Bay Campground,1918513,Locale,Grand Isle,VT,445015N,0731623W,98,North Hero,,5/8/2001
Carrying Place,1456777,Locale,Grand Isle,VT,444946N,0731627W,98,North Hero,,10/29/1980
Castleton,1456785,Populated Place,Rutland,VT,433638N,0731047W,446,Poultney,,10/29/1980
Castleton Corners,1456786,Populated Place,Rutland,VT,433630N,0731228W,443,Poultney,,10/29/1980
Catamount Family Ski Area,1918589,Locale,Chittenden,VT,442728N,0730310W,538,Essex Junction,,5/8/2001
Catholic Youth Camp,1918303,Locale,Lamoille,VT,443105N,0724038W,955,Sterling Mountain,,5/8/2001
Catlinsburg (historical),1918591,Populated Place,Chittenden,VT,442851N,0731122W,312,Burlington,,5/8/2001
Caton Place Campground,1922293,Locale,Windsor,VT,432452N,0723307W,1197,Cavendish,,5/11/2001
Caughnawaga Shelter,1460713,Locale,Bennington,VT,430055N,0730236W,2779,Sunderland,,10/29/1980
Cavendish,1456794,Populated Place,Windsor,VT,432255N,0723629W,892,Cavendish,,10/29/1980
Cavendish Center,1456795,Populated Place,Windsor,VT,432436N,0723620W,1024,Cavendish,,10/29/1980
Cedar Beach,1456798,Populated Place,Chittenden,VT,441730N,0731810W,135,Charlotte,,10/29/1980
Center Rutland,1456822,Populated Place,Rutland,VT,433616N,0730041W,518,West Rutland,,10/29/1980
Centertown,1456825,Populated Place,Windsor,VT,433939N,0722252W,827,Quechee,,10/29/1980
Centervale Station (historical),1919464,Locale,Caledonia,VT,Unknown,Unknown,,Unknown,,5/8/2001
Centerville,1456826,Populated Place,Windsor,VT,434035N,0722311W,394,Quechee,,10/29/1980
Centerville,1456827,Populated Place,Lamoille,VT,443709N,0723510W,791,Morrisville,,10/29/1980
Centerville (historical),1921800,Populated Place,Rutland,VT,Unknown,Unknown,,Unknown,,5/11/2001
Central Park Station,1456830,Locale,Windham,VT,424548N,0723057W,279,Brattleboro,,10/29/1980
Central Plaza Shopping Center,1919016,Locale,Washington,VT,441328N,0723249W,554,Barre West,,5/8/2001
Champlain Bridge Marina,1918064,Locale,Addison,VT,440225N,0732455W,112,Port Henry,,5/8/2001
Champlain Council Campfire Girls Camp,1918598,Locale,Chittenden,VT,442510N,0725618W,666,Richmond,,5/8/2001
Champlain Country Club,1461788,Locale,Franklin,VT,445116N,0730527W,384,Saint Albans,,10/29/1980
Champlain Market Place Shopping Center,1918600,Locale,Chittenden,VT,442923N,0731116W,144,Burlington,,5/8/2001
Champlain Mill Shopping Center,1918601,Locale,Chittenden,VT,442923N,0731103W,154,Burlington,,5/8/2001
Champlain Valley Campground,1920552,Locale,Franklin,VT,445521N,0730935W,105,East Alburg,,5/8/2001
Champlain Valley Creamery,2723153,Locale,Addison,VT,441036N,0731442W,200,Vergennes East,,5/8/2012
Chargo Campground,1919959,Locale,Orleans,VT,445509N,0720600W,965,West Charleston,,5/8/2001
Charles Fantoni Roundabout,2557083,Locale,Washington,VT,440939N,0722654W,1086,Barre East,,5/15/2009
Charlotte,1456852,Populated Place,Chittenden,VT,441835N,0731539W,167,Charlotte,,10/29/1980
Chasanna Acres,1921803,Populated Place,Rutland,VT,433835N,0725735W,738,Chittenden,,5/11/2001
Chase Corners,1456858,Locale,Windsor,VT,433219N,0723548W,2064,Woodstock South,,10/29/1980
Chateauguay,1456862,Populated Place,Windsor,VT,433937N,0724141W,1424,Delectable Mountain,,10/29/1980
Checkerberry Village,1456864,Populated Place,Chittenden,VT,443745N,0730838W,328,Georgia Plains,,10/29/1980
Chelsea,1456865,Populated Place,Orange,VT,435923N,0722651W,820,Chelsea,,10/29/1980
Chester,1456872,Populated Place,Windsor,VT,431546N,0723542W,600,Chester,,10/29/1980
Chester Depot,1456873,Locale,Windsor,VT,431610N,0723512W,597,Chester,,10/29/1980
Chimney Corner,1460401,Populated Place,Chittenden,VT,443517N,0730958W,210,Colchester,,10/29/1980
Chimney Point,1460402,Populated Place,Addison,VT,440210N,0732505W,121,Port Henry,,10/29/1980
Chimney Point Farm,2723111,Locale,Addison,VT,440255N,0732501W,154,Port Henry,,5/8/2012
Chipman Point Marina,1460484,Locale,Addison,VT,434800N,0732224W,148,Orwell,,9/1/1992
Chipmans Point Marina,1918067,Locale,Addison,VT,434800N,0732232W,95,Ticonderoga,,5/8/2001
Chippenhook,1456884,Populated Place,Rutland,VT,433106N,0730050W,850,West Rutland,,10/29/1980
Chiselville,1460722,Populated Place,Bennington,VT,430416N,0730804W,748,Arlington,,10/29/1980
Chittenden,1460723,Populated Place,Rutland,VT,434228N,0725653W,1135,Chittenden,,10/29/1980
Chittenden Brook Campground,1460725,Locale,Rutland,VT,434932N,0725435W,1768,Mount Carmel,,10/29/1980
Chittenden County,1461760,Civil,Chittenden,VT,442740N,0730451W,610,Essex Junction,,2/1/1993
Church Street Marketplace Shopping Center,1918618,Locale,Chittenden,VT,442842N,0731237W,223,Burlington,,5/8/2001
Churchhill House Ski Area,1461824,Locale,Rutland,VT,434954N,0730307W,591,Brandon,,2/1/1991
City of Barre,1462035,Civil,Washington,VT,441159N,0723030W,594,Barre West,,9/1/1995
City of Burlington,1462060,Civil,Chittenden,VT,442915N,0731353W,98,Burlington,,9/1/1995
City of Montpelier,1462152,Civil,Washington,VT,441557N,0723418W,531,Montpelier,,9/1/1995
City of Newport,1462161,Civil,Orleans,VT,445615N,0721232W,679,Newport,,9/1/1995
City of Rutland,1462193,Civil,Rutland,VT,433633N,0725841W,571,Rutland,,9/1/1995
City of Saint Albans,1462196,Civil,Franklin,VT,444842N,0730505W,397,Saint Albans,,9/1/1995
City of South Burlington,1462212,Civil,Chittenden,VT,442817N,0731629W,95,Juniper Island,,9/1/1995
City of Vergennes,1462233,Civil,Addison,VT,441001N,0731520W,141,Vergennes West,,9/1/1995
City of Winooski,1462268,Civil,Chittenden,VT,442942N,0731103W,246,Burlington,,9/1/1995
Clarendon,1456894,Populated Place,Rutland,VT,433058N,0725811W,591,Rutland,,10/29/1980
Clarendon Springs,1456897,Populated Place,Rutland,VT,433252N,0730120W,682,West Rutland,,10/29/1980
Claycreek Farm,2680832,Locale,Rutland,VT,433951N,0731732W,243,Benson,,6/15/2011
Cleveland Corners,1456918,Populated Place,Lamoille,VT,443537N,0723345W,948,Morrisville,,10/29/1980
Clover Set Farm,2680829,Locale,Addison,VT,440807N,0730704W,397,Bristol,,6/15/2011
Cloverdale,1456927,Populated Place,Chittenden,VT,443623N,0725552W,653,Underhill,,10/29/1980
Cochran Ski Center,1918621,Locale,Chittenden,VT,442345N,0725855W,361,Richmond,,5/8/2001
Col Seth Warner Camp,1460741,Locale,Bennington,VT,424624N,0730821W,2129,Pownal,,10/29/1980
Colbyville,1456959,Populated Place,Washington,VT,442101N,0724432W,594,Middlesex,,10/29/1980
Colchester,1457561,Populated Place,Chittenden,VT,443238N,0730852W,272,Colchester,,10/29/1980
Colchester Shopping Plaza Shopping Center,1918625,Locale,Chittenden,VT,443216N,0731449W,138,Colchester,,5/8/2001
Cold River,1460403,Populated Place,Rutland,VT,433222N,0725230W,1365,Rutland,,10/29/1980
Cold Spring,1460404,Populated Place,Rutland,VT,434017N,0732424W,118,Putnam,,10/29/1980
Cold Spring Camp (historical),1919317,Locale,Essex,VT,445905N,0714106W,1686,Averill,,5/8/2001
Cold Springs Camp,1456976,Locale,Chittenden,VT,443958N,0731241W,151,Georgia Plains,,10/29/1980
Coleman Corner,1456982,Populated Place,Addison,VT,441531N,0731318W,210,Mount Philo,,10/29/1980
Coles Corner,1460405,Populated Place,Caledonia,VT,442937N,0720327W,1066,Saint Johnsbury,,10/29/1980
Collins-Perley Sports Center,1920558,Locale,Franklin,VT,444738N,0730431W,499,Saint Albans,,5/8/2001
Colonial Estates,1921823,Populated Place,Rutland,VT,433916N,0725801W,725,Chittenden,,5/11/2001
Colony Club,1921824,Locale,Rutland,VT,433919N,0724733W,1834,Pico Peak,,5/11/2001
Concord,1456992,Populated Place,Essex,VT,442544N,0715324W,876,Concord,,10/29/1980
Concord Corner,1456993,Populated Place,Essex,VT,442405N,0715141W,1519,Miles Pond,,10/29/1980
Congdon Camp,1461665,Locale,Bennington,VT,425051N,0730640W,2123,Stamford,,5/1/1991
Conicut Station (historical),1921367,Locale,Orange,VT,440246N,0720433W,420,Newbury,,5/8/2001
Conrad Antique Mall Shopping Center,1922316,Locale,Windsor,VT,434253N,0721732W,413,Hanover,,5/11/2001
Cookville,1457008,Populated Place,Orange,VT,440125N,0721723W,1112,West Topsham,,10/29/1980
Cooley Glen Shelter,1460754,Locale,Addison,VT,440300N,0725450W,3130,Lincoln,,10/29/1980
Copenhagen (historical),1919472,Populated Place,Caledonia,VT,Unknown,Unknown,,Unknown,,5/8/2001
Copley Country Club,1461789,Locale,Lamoille,VT,443332N,0723521W,751,Morrisville,,10/29/1980
Copper Flat,1460406,Populated Place,Orange,VT,435006N,0722002W,820,South Strafford,,10/29/1980
Copperfield (historical),1926761,Populated Place,Orange,VT,435435N,0721714W,1135,Vershire,,6/27/2001
Corinth Corner,1457022,Populated Place,Orange,VT,440120N,0721621W,1027,West Topsham,,10/29/1980
Corinth Corners,1457023,Populated Place,Orange,VT,440036N,0722056W,1483,West Topsham,,10/29/1980
Cornerford Station (historical),1919473,Locale,Caledonia,VT,Unknown,Unknown,,Unknown,,5/8/2001
Cornwall,1457024,Populated Place,Addison,VT,435739N,0731237W,358,Cornwall,,10/29/1980
Countryside Estates,1921830,Populated Place,Rutland,VT,433834N,0725819W,732,Chittenden,,5/11/2001
Coventry,1457029,Populated Place,Orleans,VT,445156N,0721553W,728,Irasburg,,10/29/1980
Cow Meadow Crossing (historical),1921376,Locale,Orange,VT,440605N,0720315W,407,Newbury,,5/8/2001
Cowles Cove Shelter,1919028,Locale,Washington,VT,441539N,0725357W,2707,Huntington,,5/8/2001
Cozy Corner,1457040,Populated Place,Chittenden,VT,443725N,0730704W,338,Essex Center,,10/29/1980
Cozy Meadow Mobile Home Park,1920226,Populated Place,Bennington,VT,424800N,0731312W,958,Pownal,,5/8/2001
Craftsbury,1457041,Populated Place,Orleans,VT,443812N,0722221W,919,Craftsbury,,10/29/1980
Craftsbury Common,1457042,Populated Place,Orleans,VT,443915N,0722255W,1240,Albany,,10/29/1980
Craftsbury Nordic Center,1919969,Locale,Orleans,VT,444044N,0722203W,1158,Craftsbury,,5/8/2001
Crazy Acres Farm,2723155,Locale,Addison,VT,441215N,0732050W,171,Vergennes West,,5/8/2012
Cream Hill,1457054,Populated Place,Addison,VT,435553N,0732023W,328,Bridport,,10/29/1980
Creek's Edge Farm,2723151,Locale,Addison,VT,440728N,0731552W,164,Snake Mountain,,5/8/2012
Crown Point Camping Area,1922319,Locale,Windsor,VT,432306N,0723005W,512,Cavendish,,5/11/2001
Crown Point Country Club,1461790,Locale,Windsor,VT,432030N,0722816W,1070,Springfield,,10/29/1980
Crystal Beach,1457064,Populated Place,Rutland,VT,433934N,0731124W,436,Bomoseen,,10/29/1980
Cuttingsville,1460770,Populated Place,Rutland,VT,432918N,0725256W,1014,Wallingford,,10/29/1980
Damon Crossing,1460407,Populated Place,Essex,VT,443140N,0714906W,1135,Gallup Mills,,10/29/1980
Danby,1460774,Populated Place,Rutland,VT,432046N,0725943W,692,Danby,,10/29/1980
Danby Four Corners,1460775,Populated Place,Rutland,VT,432117N,0730248W,1450,Dorset,,10/29/1980
Daniels Corner (historical),1918078,Locale,Addison,VT,Unknown,Unknown,,Unknown,,5/8/2001
Danville,1457105,Populated Place,Caledonia,VT,442440N,0720821W,1411,Joes Pond,,10/29/1980
Danville Center,1457104,Populated Place,Caledonia,VT,442512N,0720713W,1325,Saint Johnsbury,,10/29/1980
Darlings Mill (historical),1919480,Locale,Caledonia,VT,Unknown,Unknown,,Unknown,,5/8/2001
De La Bruere Dairy,2680835,Locale,Franklin,VT,445937N,0730407W,108,Highgate Center,,6/15/2011
Deansboro (historical),1919978,Populated Place,Orleans,VT,Unknown,Unknown,,Unknown,,5/8/2001
Deer Park,1457140,Locale,Windham,VT,424729N,0724241W,1519,Governors Mountain,,10/29/1980
Derby Center,1457153,Populated Place,Orleans,VT,445652N,0720758W,1010,Newport,,10/29/1980
Derby Line,1457154,Populated Place,Orleans,VT,450018N,0720556W,1030,West Charleston OE N,,10/29/1980
Deweys Mills,1457165,Populated Place,Windsor,VT,433829N,0722418W,551,Quechee,,10/29/1980
Diamond Run Mall Shopping Center,1921846,Locale,Rutland,VT,433503N,0725743W,633,Rutland,,5/11/2001
Dorset,1460794,Populated Place,Bennington,VT,431517N,0730555W,958,Dorset,,10/29/1980
Dorset Square Mall Shopping Center,1918637,Locale,Chittenden,VT,442804N,0731045W,315,Burlington,,5/8/2001
Dothan,1457183,Populated Place,Windsor,VT,434150N,0722035W,997,Hanover,,10/29/1980
Douglas Shelter,1461683,Locale,Bennington,VT,430841N,0725926W,2224,Peru,,6/1/1991
Dover,1460802,Populated Place,Windham,VT,425637N,0724814W,1916,West Dover,,10/29/1980
Dowdey Corner,1460408,Populated Place,Orange,VT,435329N,0723737W,942,Randolph,,10/29/1980
Downer 4-H Camp,1922332,Locale,Windsor,VT,434857N,0722449W,1342,Sharon,,5/11/2001
Downers,1457190,Populated Place,Windsor,VT,432401N,0723051W,610,Cavendish,,10/29/1980
Downingville,1460807,Populated Place,Addison,VT,440759N,0725856W,1325,Mount Ellen,,10/29/1980
Dows Crossing,1460409,Populated Place,Caledonia,VT,443003N,0721712W,1417,Caspian Lake,,10/29/1980
Dowsville,1460410,Populated Place,Washington,VT,441621N,0724927W,1289,Waterbury,,10/29/1980
Dubois Farm,2723149,Locale,Addison,VT,440511N,0731705W,200,Snake Mountain,,5/8/2012
Dummerston Center,1457211,Populated Place,Windham,VT,425612N,0723420W,751,Putney,,10/29/1980
Dunstable Farm,2680831,Locale,Washington,VT,442427N,0721954W,1362,Cabot,,6/15/2011
Durgy Hill Heights,1921849,Populated Place,Rutland,VT,433639N,0730252W,643,West Rutland,,5/11/2001
Dutch Hill Winter Sports Area,1461664,Locale,Bennington,VT,424901N,0730021W,1890,Stamford,,5/1/1991
Duxbury,1457229,Populated Place,Washington,VT,441937N,0724509W,420,Waterbury,,10/29/1980
Eagle Mountain Camp,1457237,Locale,Chittenden,VT,444038N,0731233W,157,Georgia Plains,,10/29/1980
Eagle Rock Camp,1457241,Locale,Rutland,VT,434338N,0731102W,725,Bomoseen,,10/29/1980
East Albany,1457244,Populated Place,Orleans,VT,444352N,0721858W,1168,Craftsbury,,10/29/1980
East Alburg,1457245,Populated Place,Grand Isle,VT,445823N,0731346W,112,East Alburg,,10/29/1980
East Arlington,1460821,Populated Place,Bennington,VT,430337N,0730826W,741,Arlington,,10/29/1980
East Barnard,1457246,Populated Place,Windsor,VT,434445N,0723234W,1010,Woodstock North,,10/29/1980
East Barnet Inwood Station,1457247,Populated Place,Caledonia,VT,441936N,0720215W,518,Barnet,,10/29/1980
East Barre,1457248,Populated Place,Washington,VT,440929N,0722701W,1132,Barre East,,10/29/1980
East Berkshire,1457251,Populated Place,Franklin,VT,445607N,0724233W,420,Richford,,10/29/1980
East Bethel,1457252,Populated Place,Windsor,VT,435224N,0723503W,581,South Royalton,,10/29/1980
East Braintree,1457253,Populated Place,Orange,VT,435945N,0723905W,718,Randolph,,10/29/1980
East Brighton,1457260,Populated Place,Essex,VT,444709N,0714825W,1158,Spectacle Pond,,10/29/1980
East Brookfield,1457262,Populated Place,Orange,VT,440139N,0723417W,702,Brookfield,,10/29/1980
East Brownington,1919986,Populated Place,Orleans,VT,444803N,0720508W,1384,Westmore,,5/8/2001
East Burke,1457264,Populated Place,Caledonia,VT,443521N,0715625W,886,Burke Mountain,,10/29/1980
East Cabot,1460411,Populated Place,Washington,VT,442323N,0721504W,1591,Cabot,,10/29/1980
East Calais,1457265,Populated Place,Washington,VT,442159N,0722547W,843,Plainfield,,10/29/1980
East Charleston,1457268,Populated Place,Orleans,VT,445017N,0715922W,1171,Island Pond,,10/29/1980
East Charlotte,1457269,Populated Place,Chittenden,VT,441911N,0731119W,377,Mount Philo,,10/29/1980
East Clarendon,1461815,Populated Place,Rutland,VT,433129N,0725620W,745,Rutland,,10/29/1980
East Concord,1457270,Populated Place,Essex,VT,442529N,0714513W,876,Miles Pond,,10/29/1980
East Corinth,1457271,Populated Place,Orange,VT,440350N,0721320W,702,East Corinth,,10/29/1980
East Craftsbury,1457272,Populated Place,Orleans,VT,443833N,0722035W,1299,Craftsbury,,10/29/1980
East Dorset,1460824,Populated Place,Bennington,VT,431423N,0730033W,787,Manchester,,10/29/1980
East Dover,1460825,Populated Place,Windham,VT,425704N,0724608W,1119,West Dover,,10/29/1980
East Dummerston,1457274,Populated Place,Windham,VT,425556N,0723311W,427,Putney,,10/29/1980
East Enosburg,1457275,Populated Place,Franklin,VT,445147N,0724410W,781,Cold Hollow Mountains,,10/29/1980
East Fairfield,1457276,Populated Place,Franklin,VT,444704N,0725130W,420,Bakersfield,,10/29/1980
East Fletcher,1457277,Populated Place,Franklin,VT,444247N,0725016W,430,Jeffersonville,,10/29/1980
East Franklin,1457278,Populated Place,Franklin,VT,445946N,0724955W,453,Enosburg Falls,,10/29/1980
East Georgia,1460412,Populated Place,Franklin,VT,444048N,0730459W,328,Milton,,10/29/1980
East Granville,1460826,Populated Place,Addison,VT,440101N,0724534W,860,Warren,,10/29/1980
East Greensboro,1460413,Populated Place,Orleans,VT,443417N,0721502W,1257,Caspian Lake,,10/29/1980
East Hardwick,1457279,Populated Place,Caledonia,VT,443118N,0721831W,1083,Caspian Lake,,10/29/1980
East Haven,1457280,Populated Place,Essex,VT,443951N,0715318W,1014,West Burke,,10/29/1980
East Highgate,1457283,Populated Place,Franklin,VT,445538N,0725916W,200,Sheldon Springs,,10/29/1980
East Hubbardton,1457293,Populated Place,Rutland,VT,434135N,0730817W,961,Bomoseen,,10/29/1980
East Jamaica,1460828,Populated Place,Windham,VT,430426N,0724405W,551,Townshend,,10/29/1980
East Johnson,1457295,Populated Place,Lamoille,VT,443824N,0723941W,581,Johnson,,10/29/1980
East Kansas,1460829,Populated Place,Bennington,VT,430328N,0730706W,928,Sunderland,,10/29/1980
East Lyndon,1457297,Populated Place,Caledonia,VT,443111N,0715728W,951,Burke Mountain,,10/29/1980
East Middlebury,1460830,Populated Place,Addison,VT,435824N,0730622W,407,East Middlebury,,10/29/1980
East Monkton,1460831,Populated Place,Addison,VT,441232N,0730652W,525,Bristol,,10/29/1980
East Montpelier,1457298,Populated Place,Washington,VT,441616N,0722913W,741,Plainfield,,10/29/1980
East Montpelier Center,1457299,Populated Place,Washington,VT,441701N,0723131W,1148,Montpelier,,10/29/1980
East Orange,1457304,Populated Place,Orange,VT,440541N,0722029W,1220,West Topsham,,10/29/1980
East Peacham,1457308,Populated Place,Caledonia,VT,442017N,0720926W,974,Peacham,,10/29/1980
East Pittsford,1460835,Populated Place,Rutland,VT,434016N,0725634W,1001,Chittenden,,10/29/1980
East Poultney,1457309,Populated Place,Rutland,VT,433135N,0731216W,502,Poultney,,10/29/1980
East Putney,1457310,Populated Place,Windham,VT,425938N,0722900W,377,Spofford,,10/29/1980
East Putney Station,1457312,Locale,Windham,VT,425853N,0722813W,299,Spofford,,10/29/1980
East Randolph,1457313,Populated Place,Orange,VT,435624N,0723318W,614,Randolph Center,,10/29/1980
East Richford,1457315,Populated Place,Franklin,VT,450040N,0723509W,509,Jay Peak OE N,,10/29/1980
East Roxbury,1457317,Populated Place,Washington,VT,440447N,0723906W,1181,Roxbury,,10/29/1980
East Rupert,1460836,Populated Place,Bennington,VT,431623N,0730730W,827,Pawlet,,10/29/1980
East Ryegate,1457318,Populated Place,Caledonia,VT,441218N,0720340W,489,Woodsville,,10/29/1980
East Saint Johnsbury,1457319,Populated Place,Caledonia,VT,442619N,0715644W,787,Concord,,10/29/1980
East Salisbury (historical),1918086,Populated Place,Addison,VT,Unknown,Unknown,,Unknown,,5/8/2001
East Sheldon,1457320,Populated Place,Franklin,VT,445356N,0725226W,574,Enosburg Falls,,10/29/1980
East Shoreham,1457321,Populated Place,Addison,VT,435137N,0731510W,269,Orwell,,10/29/1980
East Sutton Ridge,1457324,Locale,Caledonia,VT,444033N,0715909W,1522,West Burke,,10/29/1980
East Thetford,1457325,Populated Place,Orange,VT,434842N,0721119W,410,Lyme,,10/29/1980
East Topsham,1457326,Populated Place,Orange,VT,440716N,0721358W,942,East Corinth,,10/29/1980
East Wallingford,1460837,Populated Place,Rutland,VT,432658N,0725233W,1194,Wallingford,,10/29/1980
East Warren,1460838,Populated Place,Washington,VT,440634N,0724911W,1388,Warren,,10/29/1980
East Wells,1460414,Populated Place,Rutland,VT,432518N,0730828W,1125,Wells,,10/29/1980
Eastridge Acres,1921859,Populated Place,Rutland,VT,433639N,0725553W,925,Rutland,,5/11/2001
Ecole Champlain,1457333,Populated Place,Addison,VT,441430N,0731747W,131,Vergennes West,,10/29/1980
Eden,1457336,Populated Place,Lamoille,VT,444226N,0723244W,1138,Eden,,10/29/1980
Eden Mills,1457337,Populated Place,Lamoille,VT,444248N,0723148W,1132,Eden,,10/29/1980
Edgewater,1457341,Populated Place,Washington,VT,441925N,0722003W,1299,Marshfield,,10/29/1980
Edson Hill Cross Country Ski Center,1918323,Locale,Lamoille,VT,443040N,0724333W,1401,Sterling Mountain,,5/8/2001
Egypt,1460415,Populated Place,Caledonia,VT,443427N,0715914W,807,Burke Mountain,,10/29/1980
Ekwanok Country Club,1461791,Locale,Bennington,VT,430924N,0730410W,823,Manchester,,10/29/1980
Elephant Mountain Camping Area,1918091,Locale,Addison,VT,440426N,0730502W,518,South Mountain,,5/8/2001
Ely,1457366,Populated Place,Orange,VT,435235N,0721035W,430,Fairlee,,10/29/1980
Emerson,1460851,Populated Place,Windsor,VT,435027N,0724749W,807,Rochester,,10/29/1980
Emily Proctor Shelter,1460852,Locale,Addison,VT,440005N,0725556W,3458,Lincoln,,10/29/1980
Enosburg Center,1457372,Populated Place,Franklin,VT,445300N,0724517W,866,Enosburg Falls,,10/29/1980
Enosburg Falls,1457373,Populated Place,Franklin,VT,445425N,0724823W,423,Enosburg Falls,,10/29/1980
Enosburg Falls Golf Course,1920590,Locale,Franklin,VT,445440N,0724829W,400,Enosburg Falls,,5/8/2001
Enosburg Falls Shopping Center,1920594,Locale,Franklin,VT,445426N,0724855W,384,Enosburg Falls,,5/8/2001
Equinox Square Shopping Center,1920254,Locale,Bennington,VT,431034N,0730311W,699,Manchester,,5/8/2001
Essex Center,1457376,Populated Place,Chittenden,VT,443043N,0730334W,486,Essex Center,,10/29/1980
Essex County,1461761,Civil,Essex,VT,444340N,0714410W,1699,Maidstone Lake,,2/1/1993
Essex Farm,2723152,Locale,Addison,VT,441125N,0731929W,118,Vergennes West,,5/8/2012
Essex Junction,1457378,Populated Place,Chittenden,VT,442926N,0730639W,344,Essex Junction,,10/29/1980
Ethan Allen Shopping Center,1918660,Locale,Chittenden,VT,443022N,0731443W,167,Colchester,,5/8/2001
Ethan Allen Tower,1460501,Locale,Chittenden,VT,443017N,0731424W,187,Colchester,,10/1/1992
Evansville,1457381,Populated Place,Orleans,VT,444811N,0720749W,1106,Orleans,,10/29/1980
Ewells Mills,1457387,Populated Place,Caledonia,VT,442136N,0721017W,1289,Peacham,,10/29/1980
Fair Haven,1457388,Populated Place,Rutland,VT,433541N,0731556W,384,Thorn Hill,,10/29/1980
Fairbanks (historical),1919502,Populated Place,Caledonia,VT,Unknown,Unknown,,Unknown,,5/8/2001
Fairbanks Mills,1457390,Locale,Caledonia,VT,443009N,0721109W,2110,Stannard,,10/29/1980
Fairfax,1457391,Populated Place,Franklin,VT,443955N,0730031W,364,Milton,,10/29/1980
Fairfax Falls,1457392,Populated Place,Franklin,VT,443901N,0725916W,443,Gilson Mountain,,10/29/1980
Fairfield,1457393,Populated Place,Franklin,VT,444807N,0725644W,531,Fairfield,,10/29/1980
Fairfield Plaza Shopping Center,1920939,Locale,Windham,VT,425227N,0723341W,289,Brattleboro,,5/8/2001
Fairfield Station,1457397,Locale,Franklin,VT,444902N,0725538W,394,Fairfield,,10/29/1980
Fairlee,1457398,Populated Place,Orange,VT,435427N,0720836W,427,Fairlee,,10/29/1980
Fairlee Drive-In,2633590,Locale,Orange,VT,435521N,0720734W,420,Fairlee,,10/14/2010
Fairview Farm (historical),1922345,Locale,Windsor,VT,Unknown,Unknown,,Unknown,,5/11/2001
Fairview Village,1920940,Populated Place,Windham,VT,425025N,0723359W,427,Brattleboro,,5/8/2001
Falls of Lana Picnic Grounds,1461695,Locale,Addison,VT,435433N,0730333W,965,East Middlebury,,6/1/1991
Farm Resort Golf Course,1918334,Locale,Lamoille,VT,443132N,0723721W,764,Morrisville,,5/8/2001
Farmingdale,1460416,Populated Place,Addison,VT,435753N,0730806W,387,Cornwall,,10/29/1980
Fay Fuller Camp,1460864,Locale,Bennington,VT,425445N,0730636W,1404,Woodford,,10/29/1980
Fays Corner,1457415,Populated Place,Chittenden,VT,442406N,0730228W,568,Essex Junction,,10/29/1980
Fayville,1460866,Populated Place,Bennington,VT,430022N,0730641W,1821,Sunderland,,10/29/1980
Felchville,1457418,Populated Place,Windsor,VT,432723N,0723216W,758,Cavendish,1/1/1962,10/29/1980
Fernville,1460870,Populated Place,Addison,VT,435139N,0730404W,600,Brandon,,10/29/1980
Ferrisburgh,1457424,Populated Place,Addison,VT,441220N,0731446W,194,Vergennes East,,8/27/2002
Fieldsville,1460417,Populated Place,Windsor,VT,433219N,0722636W,689,Hartland,,10/29/1980
Five Corners,1457443,Locale,Windsor,VT,433136N,0724037W,1325,Plymouth,,10/29/1980
Five Corners,1457444,Locale,Orange,VT,435222N,0721349W,965,Lyme,,10/29/1980
Fletcher,1457453,Populated Place,Franklin,VT,444100N,0725449W,617,Gilson Mountain,,10/29/1980
Florence,1457459,Populated Place,Rutland,VT,434259N,0730341W,433,Proctor,,10/29/1980
Folsom,1460418,Populated Place,Caledonia,VT,443503N,0715849W,738,Burke Mountain,,10/29/1980
Fonda,1457467,Populated Place,Franklin,VT,445217N,0730551W,239,Saint Albans,,10/29/1980
Forest Dale,1460880,Populated Place,Rutland,VT,434940N,0730313W,594,Brandon,1/1/1968,10/29/1980
Forest Farms,1920263,Populated Place,Bennington,VT,430740N,0725237W,2083,Peru,,5/8/2001
Forestdale Iron Furnace,1921885,Locale,Rutland,VT,434755N,0730526W,371,Brandon,,5/11/2001
Fort Montgomery Ruins,950485,Locale,Clinton,NY,450021N,0732055W,105,Rouses Point OE N,,1/23/1980
Fosters Pond Neighborhood,1919512,Locale,Caledonia,VT,Unknown,Unknown,,Unknown,,5/8/2001
Four Corners,1457478,Locale,Orange,VT,440914N,0720513W,627,Woodsville,,10/29/1980
Four Corners,1920964,Locale,Windham,VT,425127N,0724650W,1798,Jacksonville,,5/8/2001
Fox Run Cross Country Ski Center,1922363,Locale,Windsor,VT,432503N,0724200W,1033,Ludlow,,5/11/2001
Fox Run Golf Course,1922364,Locale,Windsor,VT,432503N,0724200W,1033,Ludlow,,5/11/2001
